transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,fraud_status,transaction_time_period,amount_category,age_group,device_risk_category,velocity_category,transaction_location,location_status
399,250.16,11,Travel,0,0,99,4,29,0,Legitimate,Morning,High,26-35,"Low Risk","Medium Velocity",Domestic,"Location Matched"
400,252.83,9,Travel,0,0,83,4,18,0,Legitimate,Morning,High,18-25,"Low Risk","Medium Velocity",Domestic,"Location Matched"
401,19.59,1,Travel,0,0,49,1,20,0,Legitimate,Night,Low,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
402,419.12,8,Electronics,1,1,82,6,18,1,Fraud,Morning,High,18-25,"Low Risk","Medium Velocity",Foreign,"Location Mismatch"
403,126.67,1,Electronics,0,0,43,2,52,0,Legitimate,Night,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
404,315.24,22,Grocery,0,0,26,1,33,0,Legitimate,Evening,High,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
405,69.43,23,Electronics,0,0,82,2,68,0,Legitimate,Evening,Medium,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
406,406.58,21,Electronics,0,0,90,3,25,0,Legitimate,Evening,High,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
407,88.74,13,Clothing,0,0,31,3,38,0,Legitimate,Afternoon,Medium,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
408,1.96,10,Travel,0,0,75,2,68,0,Legitimate,Morning,Low,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
409,424.42,22,Electronics,0,0,57,1,22,0,Legitimate,Evening,High,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
410,17.23,10,Travel,0,0,99,1,48,0,Legitimate,Morning,Low,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
411,69.24,16,Travel,0,0,37,2,43,0,Legitimate,Afternoon,Medium,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
412,539.46,3,Clothing,0,0,34,3,18,0,Legitimate,Night,"Very High",18-25,"High Risk","Low Velocity",Domestic,"Location Matched"
413,541.43,12,Travel,0,1,83,3,40,0,Legitimate,Afternoon,"Very High",36-45,"Low Risk","Low Velocity",Domestic,"Location Mismatch"
414,153.36,6,Electronics,0,0,62,2,30,0,Legitimate,Morning,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
415,179.86,15,Travel,0,0,44,4,49,0,Legitimate,Afternoon,Medium,46-55,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
416,107.1,0,Grocery,0,0,38,1,22,0,Legitimate,Night,Medium,18-25,"High Risk","Low Velocity",Domestic,"Location Matched"
417,62.46,12,Grocery,0,1,64,2,37,0,Legitimate,Afternoon,Medium,36-45,"Medium Risk","Low Velocity",Domestic,"Location Mismatch"
418,71.73,0,Clothing,0,0,31,2,68,0,Legitimate,Night,Medium,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
419,200.94,10,Electronics,0,0,93,2,45,0,Legitimate,Morning,High,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
420,251.25,5,Clothing,0,0,30,2,24,0,Legitimate,Night,High,18-25,"High Risk","Low Velocity",Domestic,"Location Matched"
421,282.28,19,Grocery,0,0,64,1,30,0,Legitimate,Evening,High,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
422,280.59,2,Electronics,0,0,77,1,49,0,Legitimate,Night,High,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
423,17.21,11,Travel,0,0,33,2,63,0,Legitimate,Morning,Low,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
424,122.77,4,Electronics,0,0,89,3,35,0,Legitimate,Night,Medium,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
425,10.67,8,Food,0,1,44,3,63,0,Legitimate,Morning,Low,56+,"Medium Risk","Low Velocity",Domestic,"Location Mismatch"
426,143.54,11,Electronics,0,0,30,2,62,0,Legitimate,Morning,Medium,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
427,104.86,9,Travel,0,0,63,1,25,0,Legitimate,Morning,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
428,393.59,18,Food,0,0,45,2,46,0,Legitimate,Evening,High,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
429,77.79,4,Clothing,0,0,61,6,37,0,Legitimate,Night,Medium,36-45,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
430,22.41,4,Electronics,0,0,36,2,43,0,Legitimate,Night,Low,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
431,27.78,8,Clothing,0,0,94,4,35,0,Legitimate,Morning,Low,26-35,"Low Risk","Medium Velocity",Domestic,"Location Matched"
432,258.02,19,Electronics,0,0,39,5,63,0,Legitimate,Evening,High,56+,"High Risk","Medium Velocity",Domestic,"Location Matched"
433,173.32,16,Grocery,0,0,45,2,19,0,Legitimate,Afternoon,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
434,19.19,9,Grocery,0,0,70,0,60,0,Legitimate,Morning,Low,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
435,15.81,20,Travel,0,0,95,2,64,0,Legitimate,Evening,Low,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
436,217.3,0,Grocery,0,0,34,6,59,1,Fraud,Night,High,56+,"High Risk","Medium Velocity",Domestic,"Location Matched"
437,13.6,21,Food,0,0,90,2,66,0,Legitimate,Evening,Low,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
438,310.53,15,Food,0,0,63,4,41,0,Legitimate,Afternoon,High,36-45,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
439,220.5,14,Electronics,0,0,46,1,60,0,Legitimate,Afternoon,High,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
440,15.27,22,Clothing,0,0,66,2,25,0,Legitimate,Evening,Low,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
441,15.96,16,Food,0,0,30,1,39,0,Legitimate,Afternoon,Low,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
442,776.78,19,Electronics,1,0,76,2,51,0,Legitimate,Evening,"Very High",46-55,"Low Risk","Low Velocity",Foreign,"Location Matched"
443,84.39,12,Clothing,0,0,61,3,49,0,Legitimate,Afternoon,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
444,83.35,0,Grocery,1,0,30,2,52,1,Fraud,Night,Medium,46-55,"High Risk","Low Velocity",Foreign,"Location Matched"
445,301.6,7,Electronics,0,0,97,2,42,0,Legitimate,Morning,High,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
446,529.59,4,Clothing,0,0,53,1,24,0,Legitimate,Night,"Very High",18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
447,768.38,5,Travel,0,0,93,4,31,0,Legitimate,Night,"Very High",26-35,"Low Risk","Medium Velocity",Domestic,"Location Matched"
448,251.98,22,Travel,0,0,75,5,61,0,Legitimate,Evening,High,56+,"Low Risk","Medium Velocity",Domestic,"Location Matched"
449,84.96,19,Food,0,0,51,0,46,0,Legitimate,Evening,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
450,15.69,13,Clothing,0,0,61,2,54,0,Legitimate,Afternoon,Low,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
451,270.22,21,Travel,0,0,70,3,54,0,Legitimate,Evening,High,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
452,147.12,22,Food,0,1,49,2,24,0,Legitimate,Evening,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Mismatch"
453,99.37,10,Electronics,0,0,61,0,50,0,Legitimate,Morning,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
454,426.28,5,Electronics,0,0,47,4,34,0,Legitimate,Night,High,26-35,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
455,21.22,10,Clothing,1,0,50,6,36,0,Legitimate,Morning,Low,36-45,"Medium Risk","Medium Velocity",Foreign,"Location Matched"
456,122.13,12,Clothing,0,0,76,3,42,0,Legitimate,Afternoon,Medium,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
457,2.06,11,Clothing,0,0,27,1,25,0,Legitimate,Morning,Low,18-25,"High Risk","Low Velocity",Domestic,"Location Matched"
458,113.82,21,Clothing,1,0,97,0,29,0,Legitimate,Evening,Medium,26-35,"Low Risk","Low Velocity",Foreign,"Location Matched"
459,10.43,1,Travel,0,0,96,1,20,0,Legitimate,Night,Low,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
460,22.77,20,Travel,0,0,52,4,48,0,Legitimate,Evening,Low,46-55,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
461,22.5,2,Food,0,0,58,1,61,0,Legitimate,Night,Low,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
462,188.56,22,Travel,0,0,89,3,25,0,Legitimate,Evening,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
463,246.71,3,Electronics,1,0,53,1,21,0,Legitimate,Night,High,18-25,"Medium Risk","Low Velocity",Foreign,"Location Matched"
464,157.6,16,Food,0,0,28,0,49,0,Legitimate,Afternoon,Medium,46-55,"High Risk","Low Velocity",Domestic,"Location Matched"
465,589.45,21,Travel,0,0,92,1,24,0,Legitimate,Evening,"Very High",18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
466,84.56,5,Clothing,0,0,86,3,31,0,Legitimate,Night,Medium,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
467,60.56,6,Travel,0,0,62,3,51,0,Legitimate,Morning,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
468,365.31,14,Grocery,0,0,91,1,22,0,Legitimate,Afternoon,High,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
469,45.55,10,Food,0,0,26,2,29,0,Legitimate,Morning,Low,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
470,594.52,23,Travel,0,0,68,0,54,0,Legitimate,Evening,"Very High",46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
471,2.2,2,Travel,0,0,56,0,44,0,Legitimate,Night,Low,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
472,630.45,5,Electronics,0,0,27,0,38,0,Legitimate,Night,"Very High",36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
473,7.94,1,Clothing,0,1,41,0,30,0,Legitimate,Night,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Mismatch"
474,399.19,13,Clothing,0,0,36,1,42,0,Legitimate,Afternoon,High,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
475,135.03,8,Electronics,0,0,88,1,51,0,Legitimate,Morning,Medium,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
476,892.23,17,Electronics,0,0,87,1,59,0,Legitimate,Afternoon,"Very High",56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
477,13.8,18,Grocery,1,0,96,5,61,0,Legitimate,Evening,Low,56+,"Low Risk","Medium Velocity",Foreign,"Location Matched"
478,145.28,11,Food,0,0,65,0,65,0,Legitimate,Morning,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
479,627.04,12,Clothing,0,0,26,2,34,0,Legitimate,Afternoon,"Very High",26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
480,133.28,11,Electronics,0,0,77,3,38,0,Legitimate,Morning,Medium,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
481,178.67,11,Electronics,0,0,58,2,32,0,Legitimate,Morning,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
482,214.18,17,Food,0,0,98,0,43,0,Legitimate,Afternoon,High,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
483,109.1,8,Electronics,0,0,64,3,50,0,Legitimate,Morning,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
484,177.78,16,Grocery,0,0,95,5,52,0,Legitimate,Afternoon,Medium,46-55,"Low Risk","Medium Velocity",Domestic,"Location Matched"
485,158.01,20,Food,0,0,89,3,43,0,Legitimate,Evening,Medium,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
486,416.56,15,Grocery,0,0,79,3,29,0,Legitimate,Afternoon,High,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
487,8.37,16,Travel,0,0,98,2,39,0,Legitimate,Afternoon,Low,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
488,59.37,20,Clothing,1,0,75,4,27,0,Legitimate,Evening,Medium,26-35,"Low Risk","Medium Velocity",Foreign,"Location Matched"
489,540.72,23,Electronics,0,0,29,4,26,0,Legitimate,Evening,"Very High",26-35,"High Risk","Medium Velocity",Domestic,"Location Matched"
490,397.74,7,Food,0,0,80,2,53,0,Legitimate,Morning,High,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
491,109.47,10,Grocery,0,1,45,2,51,0,Legitimate,Morning,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Mismatch"
492,174.23,23,Clothing,0,0,82,4,38,0,Legitimate,Evening,Medium,36-45,"Low Risk","Medium Velocity",Domestic,"Location Matched"
493,58.48,1,Clothing,0,0,97,5,50,0,Legitimate,Night,Medium,46-55,"Low Risk","Medium Velocity",Domestic,"Location Matched"
494,37.51,7,Electronics,1,1,55,2,27,0,Legitimate,Morning,Low,26-35,"Medium Risk","Low Velocity",Foreign,"Location Mismatch"
495,112.15,11,Clothing,0,0,70,2,62,0,Legitimate,Morning,Medium,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
496,78.47,20,Electronics,0,0,51,3,24,0,Legitimate,Evening,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
497,157.72,0,Travel,0,0,94,3,45,0,Legitimate,Night,Medium,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
498,14.57,22,Electronics,0,0,55,2,35,0,Legitimate,Evening,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
499,659.69,12,Grocery,0,0,65,2,32,0,Legitimate,Afternoon,"Very High",26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
500,771.1,21,Clothing,0,0,69,3,57,0,Legitimate,Evening,"Very High",56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
501,215.62,20,Clothing,0,0,60,3,47,0,Legitimate,Evening,High,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
502,138.25,16,Clothing,0,0,26,3,42,0,Legitimate,Afternoon,Medium,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
503,66.67,13,Electronics,0,0,86,3,67,0,Legitimate,Afternoon,Medium,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
504,302.56,13,Food,1,0,45,1,67,0,Legitimate,Afternoon,High,56+,"Medium Risk","Low Velocity",Foreign,"Location Matched"
505,207.78,15,Electronics,0,0,58,3,62,0,Legitimate,Afternoon,High,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
506,31.95,16,Grocery,0,0,37,3,47,0,Legitimate,Afternoon,Low,46-55,"High Risk","Low Velocity",Domestic,"Location Matched"
507,435.29,5,Electronics,0,0,43,1,33,0,Legitimate,Night,High,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
508,311.22,6,Clothing,0,0,57,2,27,0,Legitimate,Morning,High,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
509,538.51,0,Travel,0,1,73,0,42,0,Legitimate,Night,"Very High",36-45,"Low Risk","Low Velocity",Domestic,"Location Mismatch"
510,232.85,14,Grocery,0,0,27,2,29,0,Legitimate,Afternoon,High,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
511,171.07,19,Travel,0,1,62,4,57,0,Legitimate,Evening,Medium,56+,"Medium Risk","Medium Velocity",Domestic,"Location Mismatch"
512,97.51,20,Grocery,0,0,95,1,18,0,Legitimate,Evening,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
513,485.82,17,Grocery,0,0,39,3,26,0,Legitimate,Afternoon,High,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
514,361.87,12,Clothing,0,0,62,2,37,0,Legitimate,Afternoon,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
515,8.33,23,Electronics,0,0,49,3,55,0,Legitimate,Evening,Low,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
516,4.81,1,Clothing,0,0,85,0,35,0,Legitimate,Night,Low,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
517,85.02,18,Clothing,0,0,74,3,46,0,Legitimate,Evening,Medium,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
518,299.46,14,Clothing,0,0,34,2,54,0,Legitimate,Afternoon,High,46-55,"High Risk","Low Velocity",Domestic,"Location Matched"
519,785.57,11,Travel,1,0,74,1,66,0,Legitimate,Morning,"Very High",56+,"Low Risk","Low Velocity",Foreign,"Location Matched"
520,29.34,14,Grocery,0,0,66,1,29,0,Legitimate,Afternoon,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
521,162.31,17,Food,0,0,95,4,54,0,Legitimate,Afternoon,Medium,46-55,"Low Risk","Medium Velocity",Domestic,"Location Matched"
522,86.31,13,Electronics,0,0,76,6,49,0,Legitimate,Afternoon,Medium,46-55,"Low Risk","Medium Velocity",Domestic,"Location Matched"
523,630.67,5,Clothing,1,1,70,2,29,0,Legitimate,Night,"Very High",26-35,"Low Risk","Low Velocity",Foreign,"Location Mismatch"
524,332.26,11,Grocery,0,0,64,4,54,0,Legitimate,Morning,High,46-55,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
525,327.99,19,Electronics,0,0,82,3,56,0,Legitimate,Evening,High,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
526,113.83,22,Food,0,0,48,3,29,0,Legitimate,Evening,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
527,96.45,5,Food,0,0,93,0,50,0,Legitimate,Night,Medium,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
528,57.49,8,Clothing,0,0,64,2,60,0,Legitimate,Morning,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
529,10.44,3,Food,0,0,44,1,49,0,Legitimate,Night,Low,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
530,360.08,16,Food,0,0,53,2,50,0,Legitimate,Afternoon,High,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
531,301.7,1,Electronics,0,0,61,1,41,0,Legitimate,Night,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
532,1471.04,15,Electronics,1,0,44,3,48,0,Legitimate,Afternoon,"Very High",46-55,"Medium Risk","Low Velocity",Foreign,"Location Matched"
533,1025.08,23,Clothing,1,0,42,2,64,0,Legitimate,Evening,"Very High",56+,"Medium Risk","Low Velocity",Foreign,"Location Matched"
534,145.92,13,Grocery,0,0,28,3,47,0,Legitimate,Afternoon,Medium,46-55,"High Risk","Low Velocity",Domestic,"Location Matched"
535,263.75,7,Clothing,0,0,35,1,43,0,Legitimate,Morning,High,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
536,521.31,13,Travel,0,0,88,3,19,0,Legitimate,Afternoon,"Very High",18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
537,341.06,1,Food,0,0,76,3,69,0,Legitimate,Night,High,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
538,51.15,15,Grocery,0,0,67,2,34,0,Legitimate,Afternoon,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
539,107.79,3,Electronics,0,0,38,5,18,1,Fraud,Night,Medium,18-25,"High Risk","Medium Velocity",Domestic,"Location Matched"
540,24.89,0,Travel,0,0,69,1,69,0,Legitimate,Night,Low,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
541,554.44,22,Travel,0,0,52,1,48,0,Legitimate,Evening,"Very High",46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
542,167.73,19,Food,1,0,28,3,46,0,Legitimate,Evening,Medium,46-55,"High Risk","Low Velocity",Foreign,"Location Matched"
543,46.73,13,Electronics,0,0,40,1,28,0,Legitimate,Afternoon,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
544,200.49,7,Grocery,0,0,62,2,62,0,Legitimate,Morning,High,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
545,173.28,2,Electronics,0,0,87,1,21,0,Legitimate,Night,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
546,79.82,4,Food,1,0,47,2,53,0,Legitimate,Night,Medium,46-55,"Medium Risk","Low Velocity",Foreign,"Location Matched"
547,21.7,5,Travel,0,0,44,2,25,0,Legitimate,Night,Low,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
548,200.42,21,Food,0,1,93,1,53,0,Legitimate,Evening,High,46-55,"Low Risk","Low Velocity",Domestic,"Location Mismatch"
549,132.23,7,Clothing,0,0,45,2,64,0,Legitimate,Morning,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
550,266.37,5,Travel,0,0,66,1,38,0,Legitimate,Night,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
551,132.18,5,Food,0,0,93,1,28,0,Legitimate,Night,Medium,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
552,344.12,3,Grocery,1,0,38,3,29,1,Fraud,Night,High,26-35,"High Risk","Low Velocity",Foreign,"Location Matched"
553,144.5,6,Grocery,1,0,94,1,43,0,Legitimate,Morning,Medium,36-45,"Low Risk","Low Velocity",Foreign,"Location Matched"
554,148.16,23,Grocery,0,0,29,2,44,0,Legitimate,Evening,Medium,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
555,376.7,18,Clothing,0,0,48,2,51,0,Legitimate,Evening,High,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
556,93,6,Electronics,0,0,53,1,27,0,Legitimate,Morning,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
557,25.9,2,Grocery,0,0,26,3,26,0,Legitimate,Night,Low,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
558,5.26,7,Clothing,0,0,30,0,56,0,Legitimate,Morning,Low,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
559,253.27,0,Grocery,0,0,58,3,30,0,Legitimate,Night,High,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
560,174.31,0,Clothing,0,0,46,2,29,0,Legitimate,Night,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
561,219.18,13,Grocery,0,0,28,2,34,0,Legitimate,Afternoon,High,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
562,43.11,5,Electronics,0,0,30,2,21,0,Legitimate,Night,Low,18-25,"High Risk","Low Velocity",Domestic,"Location Matched"
563,26.39,9,Food,0,0,91,2,56,0,Legitimate,Morning,Low,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
564,2.64,13,Grocery,0,0,87,2,45,0,Legitimate,Afternoon,Low,36-45,"Low Risk","Low Velocity",Domestic,"Location Matched"
565,77.7,3,Food,0,0,97,0,58,0,Legitimate,Night,Medium,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
566,160.45,5,Grocery,0,0,92,4,37,0,Legitimate,Night,Medium,36-45,"Low Risk","Medium Velocity",Domestic,"Location Matched"
567,89.64,15,Electronics,0,0,58,2,24,0,Legitimate,Afternoon,Medium,18-25,"Medium Risk","Low Velocity",Domestic,"Location Matched"
568,103.56,20,Food,0,0,96,2,25,0,Legitimate,Evening,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
569,422.11,0,Clothing,0,0,58,6,52,0,Legitimate,Night,High,46-55,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
570,77.06,5,Grocery,0,0,81,3,46,0,Legitimate,Night,Medium,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
571,129.87,8,Grocery,0,0,61,2,64,0,Legitimate,Morning,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
572,275.56,14,Clothing,0,0,30,6,32,0,Legitimate,Afternoon,High,26-35,"High Risk","Medium Velocity",Domestic,"Location Matched"
573,90.91,11,Electronics,0,0,95,3,48,0,Legitimate,Morning,Medium,46-55,"Low Risk","Low Velocity",Domestic,"Location Matched"
574,175.16,2,Travel,0,0,69,1,29,0,Legitimate,Night,Medium,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
575,356.97,10,Grocery,0,0,65,1,38,0,Legitimate,Morning,High,36-45,"Medium Risk","Low Velocity",Domestic,"Location Matched"
576,537.51,14,Clothing,1,0,29,2,65,0,Legitimate,Afternoon,"Very High",56+,"High Risk","Low Velocity",Foreign,"Location Matched"
577,28.63,2,Travel,0,0,84,4,33,0,Legitimate,Night,Low,26-35,"Low Risk","Medium Velocity",Domestic,"Location Matched"
578,470.1,13,Grocery,0,0,91,2,56,0,Legitimate,Afternoon,High,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
579,121.95,1,Food,0,0,41,2,49,0,Legitimate,Night,Medium,46-55,"Medium Risk","Low Velocity",Domestic,"Location Matched"
580,53.77,3,Clothing,0,0,89,1,23,0,Legitimate,Night,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
581,110.63,18,Food,0,1,79,4,41,0,Legitimate,Evening,Medium,36-45,"Low Risk","Medium Velocity",Domestic,"Location Mismatch"
582,704.46,11,Electronics,0,0,33,2,49,0,Legitimate,Morning,"Very High",46-55,"High Risk","Low Velocity",Domestic,"Location Matched"
583,122.13,1,Travel,0,1,28,1,35,1,Fraud,Night,Medium,26-35,"High Risk","Low Velocity",Domestic,"Location Mismatch"
584,71.75,16,Clothing,0,0,66,1,61,0,Legitimate,Afternoon,Medium,56+,"Medium Risk","Low Velocity",Domestic,"Location Matched"
585,180.63,2,Grocery,0,0,70,1,27,0,Legitimate,Night,Medium,26-35,"Low Risk","Low Velocity",Domestic,"Location Matched"
586,49.43,9,Grocery,1,0,98,6,46,0,Legitimate,Morning,Low,46-55,"Low Risk","Medium Velocity",Foreign,"Location Matched"
587,14.2,15,Travel,0,0,25,4,26,0,Legitimate,Afternoon,Low,26-35,"High Risk","Medium Velocity",Domestic,"Location Matched"
588,24.84,21,Food,0,0,41,2,30,0,Legitimate,Evening,Low,26-35,"Medium Risk","Low Velocity",Domestic,"Location Matched"
589,24.66,8,Food,0,0,31,3,68,0,Legitimate,Morning,Low,56+,"High Risk","Low Velocity",Domestic,"Location Matched"
590,29.66,10,Clothing,0,0,29,1,44,0,Legitimate,Morning,Low,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
591,26.9,20,Clothing,1,0,76,2,54,0,Legitimate,Evening,Low,46-55,"Low Risk","Low Velocity",Foreign,"Location Matched"
592,184.34,14,Food,0,0,77,2,25,0,Legitimate,Afternoon,Medium,18-25,"Low Risk","Low Velocity",Domestic,"Location Matched"
593,36.13,2,Clothing,0,0,27,3,19,0,Legitimate,Night,Low,18-25,"High Risk","Low Velocity",Domestic,"Location Matched"
594,76.35,15,Food,0,0,86,2,59,0,Legitimate,Afternoon,Medium,56+,"Low Risk","Low Velocity",Domestic,"Location Matched"
595,408.78,20,Travel,0,0,56,4,21,0,Legitimate,Evening,High,18-25,"Medium Risk","Medium Velocity",Domestic,"Location Matched"
596,115.63,20,Clothing,0,0,26,1,27,0,Legitimate,Evening,Medium,26-35,"High Risk","Low Velocity",Domestic,"Location Matched"
597,198.23,20,Food,0,1,77,5,31,0,Legitimate,Evening,Medium,26-35,"Low Risk","Medium Velocity",Domestic,"Location Mismatch"
598,34.04,11,Clothing,0,0,36,0,42,0,Legitimate,Morning,Low,36-45,"High Risk","Low Velocity",Domestic,"Location Matched"
